date,geography,geography code,Country of birth: Total; measures: Value,Country of birth: Europe; measures: Value,Country of birth: Europe: United Kingdom; measures: Value,Country of birth: Europe: EU countries; measures: Value,Country of birth: Europe: EU countries: European Union EU14; measures: Value,Country of birth: Europe: EU countries: European Union EU8; measures: Value,Country of birth: Europe: EU countries: European Union EU2; measures: Value,Country of birth: Europe: EU countries: All other EU countries; measures: Value,Country of birth: Europe: Non-EU countries; measures: Value,Country of birth: Europe: Non-EU countries: All other non-EU countries; measures: Value,Country of birth: Africa; measures: Value,Country of birth: Middle East and Asia; measures: Value,Country of birth: The Americas and the Caribbean; measures: Value,Country of birth: Antarctica and Oceania (including Australasia) and Other; measures: Value,Country of birth: British Overseas ; measures: Value
2021,Bolton 001A,E01004768,1595,1551,1530,18,13,5,0,0,3,3,10,30,2,2,0
2021,Bolton 001B,E01004803,1620,1580,1559,18,15,3,0,0,3,3,7,14,17,2,0
2021,Bolton 001C,E01004804,1469,1448,1423,20,11,8,1,0,5,5,8,8,3,2,0
2021,Bolton 001D,E01004807,1377,1359,1332,23,15,3,4,1,4,4,0,9,5,4,0
2021,Bolton 001E,E01004808,1619,1592,1568,19,14,3,1,1,5,5,10,12,3,2,0
2021,Bolton 002A,E01004788,1359,1336,1314,19,16,3,0,0,3,3,4,9,5,5,0
2021,Bolton 002B,E01004790,1417,1387,1356,23,16,5,2,0,8,8,7,20,1,2,0
2021,Bolton 002C,E01004805,1568,1545,1520,25,21,2,1,1,0,0,5,13,2,2,1
2021,Bolton 002D,E01004806,1517,1499,1479,17,13,3,1,0,3,3,6,7,4,1,0
2021,Bolton 002E,E01004810,1557,1516,1503,13,13,0,0,0,0,0,9,30,2,0,0
2021,Bolton 003A,E01004769,1503,1438,1412,25,22,2,1,0,1,1,25,33,2,5,0
2021,Bolton 003B,E01004770,1521,1405,1379,22,19,3,0,0,4,4,13,102,0,1,0
2021,Bolton 003C,E01004771,1686,1608,1586,18,13,1,2,2,4,4,13,58,6,1,0
2021,Bolton 003D,E01004773,1964,1788,1734,49,35,12,2,0,5,5,28,142,4,1,1
2021,Bolton 003E,E01004809,1725,1702,1671,29,23,3,3,0,2,2,4,12,5,2,0
2021,Bolton 004A,E01004777,1723,1680,1639,34,23,8,2,1,7,7,17,21,2,2,1
2021,Bolton 004B,E01004881,1482,1461,1426,32,12,13,7,0,3,3,1,17,1,2,0
2021,Bolton 004C,E01004888,1281,1252,1230,18,7,11,0,0,4,4,10,12,5,2,0
2021,Bolton 004D,E01004889,1431,1398,1372,25,10,13,1,1,1,1,21,5,6,1,0
2021,Bolton 004E,E01004890,1382,1351,1306,38,18,14,6,0,7,7,5,21,4,1,0
2021,Bolton 005A,E01004766,1656,1493,1453,35,20,11,2,2,5,5,29,122,12,0,0
2021,Bolton 005B,E01004767,1890,1630,1553,75,37,31,7,0,2,2,56,177,24,2,1
2021,Bolton 005C,E01004772,1848,1732,1624,106,68,27,9,2,2,2,52,58,6,0,0
2021,Bolton 005D,E01004774,1765,1635,1599,33,21,8,3,1,3,3,34,91,4,1,0
2021,Bolton 005E,E01004824,1884,1235,1173,62,45,13,4,0,0,0,72,574,3,0,0
2021,Bolton 006A,E01004784,1193,1175,1166,9,6,3,0,0,0,0,5,9,3,1,0
2021,Bolton 006B,E01004785,1524,1489,1449,35,24,11,0,0,5,5,13,17,4,0,1
2021,Bolton 006C,E01004786,1450,1430,1402,25,17,8,0,0,3,3,1,14,4,1,0
2021,Bolton 006D,E01004789,1452,1444,1429,14,12,0,1,1,1,1,2,3,2,1,0
2021,Bolton 006E,E01004791,1321,1309,1290,19,14,5,0,0,0,0,1,3,4,4,0
2021,Bolton 006F,E01004792,1410,1391,1365,18,14,2,0,2,8,8,4,10,3,2,0
2021,Bolton 007A,E01004779,1632,1592,1552,36,19,10,4,3,4,4,11,18,7,3,1
2021,Bolton 007B,E01004781,2134,1957,1878,70,29,40,1,0,9,9,54,110,10,3,0
2021,Bolton 007C,E01004882,1349,1323,1292,26,20,6,0,0,5,5,15,2,8,1,0
2021,Bolton 007D,E01004883,1761,1694,1653,38,19,9,9,1,3,3,5,55,6,1,0
2021,Bolton 007E,E01004884,1476,1438,1426,12,9,2,1,0,0,0,14,16,4,4,0
2021,Bolton 008A,E01004864,1466,1367,1314,50,30,20,0,0,3,3,15,73,10,1,0
2021,Bolton 008B,E01004867,1549,1212,1128,78,38,31,8,1,6,6,34,295,7,1,0
2021,Bolton 008C,E01004921,1632,1519,1472,40,34,4,2,0,7,7,19,84,7,1,2
2021,Bolton 008D,E01004924,1574,1521,1483,37,29,5,3,0,1,1,17,33,1,2,0
2021,Bolton 008E,E01004925,1590,1472,1427,39,25,12,0,2,6,6,26,85,6,1,0
2021,Bolton 009A,E01004778,1190,1172,1163,6,1,5,0,0,3,3,4,10,2,2,0
2021,Bolton 009B,E01004780,2290,2236,2196,31,17,10,4,0,9,9,23,17,6,7,1
2021,Bolton 009C,E01004782,1347,1328,1318,8,3,3,0,2,2,2,6,6,7,0,0
2021,Bolton 009D,E01004783,1477,1451,1441,8,8,0,0,0,2,2,7,10,7,2,0
2021,Bolton 010A,E01004802,1973,1812,1627,182,35,133,12,2,3,3,104,54,2,1,0
2021,Bolton 010B,E01004926,1432,1334,1255,73,31,40,2,0,6,6,64,27,5,2,0
2021,Bolton 010C,E01004927,2299,2078,1950,109,43,52,13,1,19,19,129,88,3,1,0
2021,Bolton 010D,E01004929,2728,2476,2344,113,41,53,15,4,19,19,92,139,21,0,0
2021,Bolton 011A,E01004820,1790,1180,1074,99,52,43,4,0,7,7,192,410,7,1,0
2021,Bolton 011B,E01004825,1970,1284,1190,86,61,20,5,0,8,8,60,620,6,0,0
2021,Bolton 011C,E01004826,1667,1127,1023,96,52,29,15,0,8,8,116,416,7,1,0
2021,Bolton 011D,E01004865,1580,1335,1267,64,34,26,4,0,4,4,53,182,8,2,0
2021,Bolton 011E,E01004866,2036,1512,1365,128,85,34,8,1,19,19,160,352,9,1,2
2021,Bolton 012A,E01004840,1736,1622,1590,27,17,8,2,0,5,5,24,79,6,5,0
2021,Bolton 012B,E01004841,1747,1591,1509,81,22,54,5,0,1,1,120,29,6,1,0
2021,Bolton 012C,E01004842,1713,1638,1602,32,26,6,0,0,4,4,17,51,4,2,1
2021,Bolton 012D,E01004919,1509,1423,1395,27,16,9,1,1,1,1,11,60,14,1,0
2021,Bolton 012E,E01004920,1643,1549,1496,45,15,22,6,2,8,8,38,49,7,0,0
2021,Bolton 013A,E01004787,1708,1619,1544,72,30,34,6,2,3,3,53,21,15,0,0
2021,Bolton 013B,E01004793,1749,1642,1559,82,24,53,4,1,1,1,62,33,10,0,2
2021,Bolton 013C,E01004794,2121,1969,1840,125,31,89,4,1,4,4,91,61,0,0,0
2021,Bolton 013D,E01004795,1507,1464,1414,44,17,22,5,0,6,6,20,18,4,1,0
2021,Bolton 013E,E01004797,1494,1312,1242,70,26,40,4,0,0,0,95,67,16,4,0
2021,Bolton 014A,E01004775,2326,2208,2144,55,23,22,5,5,9,9,19,87,8,1,3
2021,Bolton 014B,E01004885,1424,1342,1309,32,32,0,0,0,1,1,16,59,7,0,0
2021,Bolton 014C,E01004886,1397,1350,1299,42,23,18,0,1,9,9,16,23,7,0,1
2021,Bolton 014D,E01004887,1330,1285,1238,43,15,26,1,1,4,4,12,26,4,2,1
2021,Bolton 015A,E01004868,2164,1540,1349,186,89,80,16,1,5,5,113,497,12,0,2
2021,Bolton 015B,E01004869,2187,1746,1307,424,85,299,40,0,15,15,108,322,11,0,0
2021,Bolton 015C,E01004870,2014,1459,1269,173,69,82,20,2,17,17,93,451,11,0,0
2021,Bolton 015D,E01004871,1814,1077,930,140,97,33,10,0,7,7,104,631,1,1,0
2021,Bolton 015E,E01004922,2256,1846,1613,205,69,119,17,0,28,28,88,307,15,0,0
2021,Bolton 016B,E01004822,1849,1191,1098,85,47,37,1,0,8,8,165,483,10,0,0
2021,Bolton 016C,E01004823,2049,1506,1364,120,70,40,8,2,22,22,245,282,12,1,3
2021,Bolton 016D,E01004848,2090,1565,1393,160,67,75,18,0,12,12,216,297,10,2,0
2021,Bolton 016E,E01033217,1226,904,770,126,51,60,13,2,8,8,178,135,8,1,0
2021,Bolton 016F,E01033220,1313,991,862,117,62,43,10,2,12,12,138,168,9,5,2
2021,Bolton 017A,E01004818,1723,1254,1096,151,58,76,17,0,7,7,137,308,22,2,0
2021,Bolton 017B,E01004819,1517,1268,1203,59,24,24,11,0,6,6,52,194,1,0,2
2021,Bolton 017C,E01004928,1378,1293,1224,50,22,17,10,1,19,19,43,37,3,2,0
2021,Bolton 017D,E01004930,1514,1465,1424,37,20,10,7,0,4,4,20,22,5,1,1
2021,Bolton 017E,E01004931,1567,1487,1445,39,17,20,1,1,3,3,39,37,3,1,0
2021,Bolton 017F,E01004932,1483,1375,1304,68,31,26,9,2,3,3,46,59,2,1,0
2021,Bolton 018A,E01004834,1749,1283,1169,114,57,47,8,2,0,0,110,347,5,1,3
2021,Bolton 018B,E01004838,2010,1432,1259,163,102,52,7,2,10,10,172,398,8,0,0
2021,Bolton 018C,E01004843,1560,1423,1387,32,17,2,12,1,4,4,32,95,7,3,0
2021,Bolton 018D,E01004845,1875,1581,1493,81,56,16,8,1,7,7,61,232,1,0,0
2021,Bolton 018E,E01004923,1675,1414,1327,79,55,17,7,0,8,8,52,204,4,1,0
2021,Bolton 019A,E01004796,1576,1492,1442,49,21,23,5,0,1,1,18,60,5,1,0
2021,Bolton 019B,E01004798,1613,1539,1483,50,19,27,3,1,6,6,32,41,0,1,0
2021,Bolton 019C,E01004799,1272,1213,1185,26,19,2,4,1,2,2,16,33,9,0,1
2021,Bolton 019D,E01004800,1294,1246,1232,14,14,0,0,0,0,0,25,20,3,0,0
2021,Bolton 019E,E01004801,1673,1579,1521,49,26,20,3,0,9,9,51,26,17,0,0
2021,Bolton 019F,E01004917,2299,2188,2141,43,30,6,6,1,4,4,48,51,11,1,0
2021,Bolton 020A,E01004835,1460,1178,1152,26,21,1,3,1,0,0,79,198,3,2,0
2021,Bolton 020B,E01004836,1743,1410,1363,44,27,16,1,0,3,3,42,278,13,0,0
2021,Bolton 020C,E01004837,1559,1300,1254,40,30,8,0,2,6,6,55,189,10,5,0
2021,Bolton 020D,E01004844,1573,1372,1338,25,18,3,0,4,9,9,53,141,5,2,0
2021,Bolton 020E,E01004897,1014,944,922,17,13,3,0,1,5,5,12,53,4,1,0
2021,Bolton 021A,E01004827,1988,1262,1097,159,91,60,7,1,6,6,312,411,2,1,0
2021,Bolton 021B,E01004849,1794,976,871,97,72,20,5,0,8,8,218,591,9,0,0
2021,Bolton 021C,E01004850,2292,1423,1261,151,47,96,6,2,11,11,348,500,15,2,4
2021,Bolton 021D,E01004851,1691,939,837,92,55,29,8,0,10,10,199,545,5,1,2
2021,Bolton 021E,E01004853,1572,939,862,69,40,22,7,0,8,8,175,446,12,0,0
2021,Bolton 022A,E01004811,1845,1301,1049,244,99,64,80,1,8,8,96,446,2,0,0
2021,Bolton 022B,E01004812,2403,1484,1285,187,102,66,17,2,12,12,144,760,15,0,0
2021,Bolton 022C,E01004813,1748,1243,1141,95,54,32,9,0,7,7,76,421,8,0,0
2021,Bolton 022D,E01004815,1786,1256,1149,96,33,46,17,0,11,11,68,448,13,1,0
2021,Bolton 022E,E01004817,2064,1638,1420,194,91,81,20,2,24,24,128,277,16,2,3
2021,Bolton 023A,E01004828,2017,1259,1055,137,78,43,14,2,67,67,200,541,17,0,0
2021,Bolton 023B,E01004829,1456,867,747,114,62,35,15,2,6,6,95,491,3,0,0
2021,Bolton 023C,E01004832,1642,1347,1272,73,27,40,6,0,2,2,67,214,13,1,0
2021,Bolton 023D,E01004854,1658,924,849,71,45,19,4,3,4,4,98,635,1,0,0
2021,Bolton 023E,E01004878,1697,1219,1125,94,59,20,15,0,0,0,77,395,6,0,0
2021,Bolton 024A,E01004911,1537,1493,1466,25,21,3,1,0,2,2,27,15,1,1,0
2021,Bolton 024B,E01004912,1435,1389,1370,14,10,4,0,0,5,5,12,32,1,0,1
2021,Bolton 024C,E01004913,1954,1889,1866,21,16,4,1,0,2,2,19,39,6,1,0
2021,Bolton 024D,E01004914,1170,1157,1134,23,17,5,0,1,0,0,3,2,6,2,0
2021,Bolton 024E,E01004915,1272,1239,1221,18,16,0,2,0,0,0,16,10,7,0,0
2021,Bolton 024F,E01004916,1468,1431,1394,27,20,5,1,1,10,10,4,29,1,2,1
2021,Bolton 024G,E01004918,1225,1194,1180,13,7,4,0,2,1,1,5,19,5,2,0
2021,Bolton 025A,E01004846,1408,971,818,143,70,58,14,1,10,10,92,327,17,1,0
2021,Bolton 025B,E01004847,2282,1515,1330,172,114,52,6,0,13,13,175,580,7,0,5
2021,Bolton 025C,E01004852,1732,1082,997,76,47,27,2,0,9,9,115,532,1,1,1
2021,Bolton 025D,E01004877,2070,1378,1289,80,58,18,3,1,9,9,228,453,8,3,0
2021,Bolton 025E,E01004879,1657,1212,1085,120,59,52,9,0,7,7,105,339,1,0,0
2021,Bolton 026A,E01004830,1754,1394,1226,151,68,73,10,0,17,17,85,272,2,1,0
2021,Bolton 026B,E01004831,1827,1481,1401,76,44,30,0,2,4,4,46,295,4,0,1
2021,Bolton 026C,E01004833,1530,1378,1348,21,12,6,3,0,9,9,35,114,3,0,0
2021,Bolton 026D,E01004839,2372,1930,1836,90,40,42,7,1,4,4,157,282,3,0,0
2021,Bolton 027A,E01004814,1604,1295,1217,68,44,23,1,0,10,10,33,270,4,2,0
2021,Bolton 027B,E01004855,1481,1357,1305,49,31,12,6,0,3,3,22,82,16,2,2
2021,Bolton 027C,E01004856,1534,1250,1189,60,30,25,5,0,1,1,44,233,7,0,0
2021,Bolton 027D,E01004857,1902,1570,1469,93,61,19,13,0,8,8,45,277,9,1,0
2021,Bolton 028A,E01004891,1538,1506,1476,25,15,6,3,1,5,5,4,20,7,1,0
2021,Bolton 028B,E01004893,1527,1476,1450,21,12,2,4,3,5,5,26,16,7,2,0
2021,Bolton 028C,E01004894,1925,1863,1826,32,16,13,3,0,5,5,15,37,9,1,0
2021,Bolton 028E,E01004901,1764,1725,1692,28,18,8,1,1,5,5,16,21,1,1,0
2021,Bolton 028F,E01033218,1574,1538,1491,42,16,19,6,1,5,5,14,20,2,0,0
2021,Bolton 028G,E01033219,1421,1356,1336,19,13,1,5,0,1,1,23,36,0,6,0
2021,Bolton 029A,E01004816,2940,2045,1921,117,74,39,4,0,7,7,43,847,5,0,0
2021,Bolton 029B,E01004872,1699,1444,1364,73,35,30,4,4,7,7,62,180,10,3,0
2021,Bolton 029C,E01004873,2020,1567,1495,59,38,19,0,2,13,13,138,309,6,0,0
2021,Bolton 029D,E01004875,1668,1533,1483,45,22,17,6,0,5,5,32,100,2,1,0
2021,Bolton 029E,E01004880,1478,1199,1093,103,45,48,10,0,3,3,17,257,5,0,0
2021,Bolton 030A,E01004892,1580,1542,1513,28,22,5,0,1,1,1,0,27,10,1,0
2021,Bolton 030B,E01004896,1315,1286,1272,13,10,2,0,1,1,1,7,19,2,1,0
2021,Bolton 030C,E01004899,1596,1397,1333,63,31,23,7,2,1,1,52,138,5,4,0
2021,Bolton 030D,E01004900,1614,1355,1312,37,16,8,10,3,6,6,67,185,7,0,0
2021,Bolton 031A,E01004776,1822,1786,1735,48,23,15,10,0,3,3,7,26,2,1,0
2021,Bolton 031B,E01004895,1326,1301,1277,21,13,3,4,1,3,3,7,6,8,4,0
2021,Bolton 031C,E01004936,2170,2136,2063,69,28,36,5,0,4,4,14,17,3,0,0
2021,Bolton 031D,E01004938,1548,1509,1451,52,14,18,3,17,6,6,15,18,6,0,0
2021,Bolton 031E,E01004939,1599,1574,1538,35,10,17,7,1,1,1,6,13,5,1,0
2021,Bolton 032A,E01004858,1586,1470,1417,49,28,13,6,2,4,4,15,96,4,1,0
2021,Bolton 032B,E01004859,1504,1385,1336,47,28,11,8,0,2,2,41,72,4,1,1
2021,Bolton 032C,E01004860,1471,1406,1363,39,26,12,1,0,4,4,23,38,4,0,0
2021,Bolton 032D,E01004902,1848,1741,1633,87,40,39,8,0,21,21,38,43,21,2,3
2021,Bolton 032E,E01004906,1793,1699,1627,67,20,35,11,1,5,5,40,43,10,1,0
2021,Bolton 033A,E01004861,1963,1780,1653,120,42,71,4,3,7,7,84,92,5,0,2
2021,Bolton 033B,E01004862,1436,1349,1285,63,14,42,7,0,1,1,21,51,11,4,0
2021,Bolton 033C,E01004863,1587,1464,1402,55,15,31,8,1,7,7,47,70,5,0,1
2021,Bolton 033D,E01004874,1755,1622,1562,59,19,31,8,1,1,1,38,88,6,1,0
2021,Bolton 033E,E01004876,1966,1724,1645,72,26,30,13,3,7,7,34,201,4,3,0
2021,Bolton 034A,E01004903,1447,1419,1399,18,16,1,1,0,2,2,4,19,5,0,0
2021,Bolton 034B,E01004904,1679,1647,1587,59,40,10,7,2,1,1,10,16,6,0,0
2021,Bolton 034C,E01004905,1596,1533,1474,58,12,41,4,1,1,1,32,21,9,1,0
2021,Bolton 034D,E01004907,1309,1264,1233,27,9,18,0,0,4,4,21,17,6,1,0
2021,Bolton 034E,E01004908,1300,1273,1249,17,14,3,0,0,7,7,9,18,0,0,0
2021,Bolton 034F,E01004909,1397,1361,1327,31,13,15,2,1,3,3,11,21,1,3,0
2021,Bolton 034G,E01004910,2052,1996,1945,45,19,11,15,0,6,6,25,22,7,2,0
2021,Bolton 035A,E01004933,1314,1283,1264,18,15,0,3,0,1,1,15,13,2,1,0
2021,Bolton 035B,E01004934,1442,1386,1355,30,16,12,2,0,1,1,25,27,3,0,1
2021,Bolton 035C,E01004935,1838,1784,1752,25,19,5,0,1,7,7,18,26,8,2,0
2021,Bolton 035D,E01004937,1638,1612,1583,22,13,7,2,0,7,7,1,18,5,1,1
2021,Bolton 035E,E01004940,1431,1408,1357,49,17,22,9,1,2,2,2,16,2,3,0
2021,Bury 001A,E01005014,1461,1441,1404,30,13,12,5,0,7,7,4,7,7,2,0
2021,Bury 001B,E01005015,1494,1454,1425,27,19,7,1,0,2,2,9,26,4,1,0
2021,Bury 001C,E01005016,1495,1472,1423,38,22,11,4,1,11,11,6,11,5,1,0
2021,Bury 001D,E01005017,1835,1788,1752,32,23,8,1,0,4,4,14,25,8,0,0
2021,Bury 001E,E01005018,1533,1506,1475,26,12,12,1,1,5,5,3,20,1,2,1
2021,Bury 001F,E01005021,1219,1193,1169,23,18,3,1,1,1,1,5,19,2,0,0
2021,Bury 002A,E01005019,1503,1465,1449,15,11,4,0,0,1,1,11,18,4,5,0
2021,Bury 002B,E01005023,1278,1253,1227,24,18,5,0,1,2,2,5,13,1,5,1
2021,Bury 002C,E01005046,1480,1466,1433,30,28,2,0,0,3,3,1,3,4,6,0
2021,Bury 002D,E01005048,1657,1625,1602,17,14,2,0,1,6,6,5,13,11,3,0
2021,Bury 003A,E01005020,1363,1343,1326,13,5,8,0,0,4,4,4,7,7,2,0
2021,Bury 003B,E01005022,1497,1475,1451,20,17,2,0,1,4,4,6,7,4,5,0
2021,Bury 003C,E01005047,1478,1461,1443,14,14,0,0,0,4,4,2,6,8,1,0
2021,Bury 003D,E01005049,1647,1615,1580,32,28,2,0,2,3,3,10,17,4,1,0
2021,Bury 003E,E01005051,1525,1496,1460,30,20,10,0,0,6,6,9,10,8,2,0
2021,Bury 004A,E01004976,1546,1409,1348,57,27,23,7,0,4,4,33,101,2,1,0
2021,Bury 004B,E01004977,1708,1621,1574,43,34,7,1,1,4,4,27,49,9,2,0
2021,Bury 004C,E01004978,1857,1594,1515,70,47,22,0,1,9,9,23,229,6,5,0
2021,Bury 004D,E01004981,1472,1435,1410,22,12,7,2,1,3,3,10,16,7,4,0
2021,Bury 004E,E01004982,1488,1447,1407,37,17,15,5,0,3,3,13,24,3,1,0
2021,Bury 005A,E01004961,1447,1397,1364,29,14,15,0,0,4,4,16,31,0,3,0
2021,Bury 005B,E01004965,1237,1186,1168,18,15,2,0,1,0,0,12,35,2,2,0
2021,Bury 005C,E01004966,1817,1688,1610,76,18,51,7,0,2,2,34,73,19,3,0
2021,Bury 005D,E01004967,1191,1107,1073,34,27,6,0,1,0,0,7,76,0,1,0
2021,Bury 006A,E01004963,1477,1443,1393,45,27,8,10,0,5,5,13,16,2,3,0
2021,Bury 006B,E01004968,1485,1452,1427,23,14,7,1,1,2,2,5,23,1,4,0
2021,Bury 006C,E01005050,2123,2074,2040,33,24,8,0,1,1,1,25,20,4,0,0
2021,Bury 006D,E01005052,1445,1422,1402,18,14,0,1,3,2,2,8,11,3,1,0
2021,Bury 006E,E01005053,1528,1495,1471,22,12,10,0,0,2,2,5,21,3,4,0
2021,Bury 007A,E01004954,1450,1328,1280,44,19,22,1,2,4,4,25,83,12,2,0
2021,Bury 007B,E01004955,1358,1213,1187,25,12,11,2,0,1,1,34,100,8,3,0
2021,Bury 007C,E01004956,1776,1616,1525,84,46,32,6,0,7,7,55,93,9,3,0
2021,Bury 007D,E01004957,1901,1572,1469,100,51,41,7,1,3,3,143,182,3,1,0
2021,Bury 007E,E01004960,1670,1376,1275,94,21,68,5,0,7,7,115,166,12,1,0
2021,Bury 008A,E01004958,1509,1297,1193,92,40,41,9,2,12,12,32,170,10,0,0
2021,Bury 008B,E01004959,1735,1455,1346,97,46,37,12,2,12,12,35,227,16,2,0
2021,Bury 008C,E01004979,1813,1368,1256,102,50,46,6,0,10,10,69,373,3,0,0
2021,Bury 008D,E01004980,1458,1228,1123,96,43,44,9,0,9,9,20,202,8,0,0
2021,Bury 008E,E01005024,2650,1774,1484,274,167,88,14,5,16,16,69,761,40,6,0
2021,Bury 008F,E01005026,2193,1514,1261,242,117,120,5,0,11,11,36,634,9,0,0
2021,Bury 009A,E01004947,1546,1443,1369,58,31,19,6,2,16,16,26,69,6,2,0
2021,Bury 009B,E01004948,1869,1714,1654,58,38,15,5,0,2,2,38,101,13,3,0
2021,Bury 009C,E01004962,2013,1934,1882,46,26,11,7,2,6,6,13,61,3,2,0
2021,Bury 009D,E01004964,1853,1754,1694,58,33,17,4,4,2,2,22,62,14,1,0
2021,Bury 010A,E01004949,1414,1373,1348,25,12,9,4,0,0,0,11,20,5,5,0
2021,Bury 010B,E01004950,1488,1465,1450,15,10,5,0,0,0,0,0,15,5,3,0
2021,Bury 010C,E01004951,1562,1485,1468,16,14,0,0,2,1,1,9,63,2,3,0
2021,Bury 010D,E01004952,1336,1265,1236,28,22,5,1,0,1,1,12,54,4,1,0
2021,Bury 010E,E01004953,1534,1478,1444,31,19,9,2,1,3,3,11,39,5,1,0
2021,Bury 011A,E01005025,1697,1484,1395,87,50,34,3,0,2,2,10,195,8,0,0
2021,Bury 011B,E01005027,1862,1444,1310,128,85,43,0,0,6,6,30,379,9,0,0
2021,Bury 011C,E01005028,2235,1814,1578,229,36,186,7,0,7,7,78,325,13,5,0
2021,Bury 011D,E01005029,1982,1488,1368,118,68,45,5,0,2,2,9,463,21,1,0
2021,Bury 012A,E01005000,1471,1419,1398,18,15,1,0,2,3,3,10,31,4,3,4
2021,Bury 012B,E01005001,1278,1226,1205,21,10,10,0,1,0,0,17,33,2,0,0
2021,Bury 012C,E01005005,1411,1397,1380,17,17,0,0,0,0,0,3,8,2,1,0
2021,Bury 012D,E01005006,2019,1971,1927,40,25,9,5,1,4,4,6,34,6,2,0
2021,Bury 013A,E01005030,1786,1556,1487,62,36,26,0,0,7,7,36,182,8,4,0
2021,Bury 013B,E01005054,1569,1479,1431,44,33,11,0,0,4,4,13,59,16,2,0
2021,Bury 013C,E01005059,1783,1568,1440,122,57,61,4,0,6,6,26,184,3,2,0
2021,Bury 013D,E01005060,1735,1604,1536,65,26,33,2,4,3,3,10,108,12,1,0
2021,Bury 014A,E01004997,1549,1487,1452,33,25,6,2,0,2,2,7,46,9,0,0
2021,Bury 014B,E01004998,1656,1619,1584,34,26,4,4,0,1,1,5,25,2,5,0
2021,Bury 014C,E01004999,1479,1454,1407,44,18,18,8,0,3,3,4,17,3,1,0
2021,Bury 014D,E01005002,1506,1466,1443,23,12,9,2,0,0,0,10,23,5,2,0
2021,Bury 014E,E01005003,1484,1400,1336,52,22,24,5,1,12,12,29,37,8,3,7
2021,Bury 015A,E01004991,1384,1303,1259,42,21,20,0,1,2,2,23,55,1,2,0
2021,Bury 015B,E01004992,1427,1362,1308,53,19,27,7,0,1,1,18,43,2,2,0
2021,Bury 015C,E01004993,1987,1845,1764,76,29,40,7,0,5,5,39,96,4,3,0
2021,Bury 015D,E01004994,1383,1290,1223,59,30,21,4,4,8,8,22,58,12,1,0
2021,Bury 016A,E01004990,1585,1523,1466,55,26,15,14,0,2,2,23,32,2,4,1
2021,Bury 016B,E01004996,1510,1417,1373,42,19,17,4,2,2,2,27,59,6,1,0
2021,Bury 016C,E01005004,1582,1492,1439,48,23,18,7,0,5,5,35,39,13,2,1
2021,Bury 016D,E01005008,2173,2000,1886,106,51,48,5,2,8,8,59,106,7,0,1
2021,Bury 016E,E01005009,1765,1632,1518,103,38,40,24,1,11,11,32,86,14,1,0
2021,Bury 017A,E01004945,1533,1493,1436,53,38,15,0,0,4,4,6,30,2,2,0
2021,Bury 017B,E01005055,1445,1374,1314,51,37,14,0,0,9,9,13,54,2,2,0
2021,Bury 017C,E01005056,1270,1205,1158,46,32,9,5,0,1,1,8,41,13,3,0
2021,Bury 017D,E01005057,1618,1579,1544,33,18,14,0,1,2,2,9,24,3,3,0
2021,Bury 017E,E01005058,1346,1268,1217,48,45,2,1,0,3,3,13,55,9,1,0
2021,Bury 018A,E01004995,1504,1475,1440,33,15,16,1,1,2,2,3,18,6,2,0
2021,Bury 018B,E01005010,1605,1543,1491,49,26,23,0,0,3,3,21,28,13,0,0
2021,Bury 018C,E01005012,1756,1665,1584,74,37,33,3,1,7,7,21,58,6,3,3
2021,Bury 018D,E01005013,2624,2430,2294,127,51,62,12,2,9,9,49,106,33,4,2
2021,Bury 019A,E01004984,1392,1293,1253,38,30,5,1,2,2,2,16,75,6,2,0
2021,Bury 019B,E01004985,1460,1332,1274,53,44,1,4,4,5,5,16,95,15,2,0
2021,Bury 019C,E01004989,1423,1332,1273,52,37,11,1,3,7,7,10,76,5,0,0
2021,Bury 019D,E01005007,1510,1448,1383,61,35,22,4,0,4,4,5,37,15,4,1
2021,Bury 019E,E01005011,1431,1395,1349,45,20,18,6,1,1,1,7,21,4,4,0
2021,Bury 020A,E01004983,1356,1182,1067,107,44,52,11,0,8,8,22,140,12,0,0
2021,Bury 020B,E01004986,1626,1497,1405,78,50,24,2,2,14,14,37,67,25,0,0
2021,Bury 020C,E01004987,1310,1216,1171,43,28,13,2,0,2,2,16,70,8,0,0
2021,Bury 020D,E01004988,1384,1308,1244,52,26,15,11,0,12,12,20,50,5,1,0
2021,Bury 021A,E01004941,1869,1732,1633,89,32,45,8,4,10,10,48,73,15,1,0
2021,Bury 021B,E01004942,1700,1518,1364,127,33,78,7,9,27,27,97,77,5,2,1
2021,Bury 021C,E01004943,1836,1645,1509,121,51,64,6,0,15,15,53,112,25,1,0
2021,Bury 021D,E01004944,1516,1392,1338,52,34,9,4,5,2,2,36,75,12,0,1
2021,Bury 021E,E01004946,1679,1606,1529,72,34,35,3,0,5,5,29,41,2,1,0
2021,Bury 022A,E01004969,1509,1410,1314,89,42,33,14,0,7,7,18,71,8,2,0
2021,Bury 022B,E01004970,1626,1466,1402,48,28,19,1,0,16,16,27,128,3,2,0
2021,Bury 022C,E01004971,1480,1365,1296,55,39,13,1,2,14,14,13,87,12,3,0
2021,Bury 022D,E01005034,1787,1697,1623,64,37,25,0,2,10,10,40,43,6,0,1
2021,Bury 023A,E01004972,1496,1355,1258,79,28,41,8,2,18,18,37,90,10,4,0
